Partner,Type,Destination,Hotel/Vessel,Room/Cabin name,Room/Cabin description (with html),Room/Cabin Description,Image,Size,Bed Configurations,Bathroom Type,Bath,Balcony,Log Burner/Fireplace,Ability to add an extra bed,Tea/Coffee Making Facilities,Fridge/Mini Bar,Private Jacuzzi/Hot Tub,WiFi in Room,TV,Sound System,Private Lounge Area,Private Dining Area,Room/Cabin Description,Hairdryer,Do they use renewable energy? ,Aircon
,Cabin ,Antarctica,Ortelius,Twin Window,"<ul><li style=""--tw-shadow: 0 0 #0000; --tw-ring-inset: var(--tw-empty,/*!*/ /*!*/); --tw-ring-offset-width: 0px; --tw-ring-offset-color: #fff; --tw-ring-color: rgba(66, 153, 225, 0.5); --tw-ring-offset-shadow: 0 0 #0000; --tw-ring-shadow: 0 0 #0000;"">189.5 sq ft (17.6 m2)</li><li>All 12 cabins are on↵Deck 5</li><li>Twin beds and 2↵small windows</li><li>Small sofa</li></ul>↵",189.5 sq ft (17.6 m2)All 12 cabins are on↵Deck 5Twin beds and 2↵small windowsSmall sofa↵,https://imgix.swoop-antarctica.com/OCE_2_OCE_RTD_ORTELIUSTWINWINDOW.jpeg,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
,Cabin ,Antarctica,Ortelius,Twin Porthole,"<ul><li style=""--tw-shadow: 0 0 #0000; --tw-ring-inset: var(--tw-empty,/*!*/ /*!*/); --tw-ring-offset-width: 0px; --tw-ring-offset-color: #fff; --tw-ring-color: rgba(66, 153, 225, 0.5); --tw-ring-offset-shadow: 0 0 #0000; --tw-ring-shadow: 0 0 #0000;"">145 sq ft (13.5 m2)</li><li>24 cabins on Deck 4↵and 4 cabins on Deck 3</li><li>2 lower berths</li><li>Twin portholes</li></ul>↵",145 sq ft (13.5 m2)24 cabins on Deck 4↵and 4 cabins on Deck 32 lower berthsTwin portholes↵,https://imgix.swoop-antarctica.com/OCE_2_Monica-Salmang_RTD_ORTELIUS-Twin-Porthole.jpeg,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
,Cabin ,Antarctica,Ortelius,Quadruple Porthole,"<ul><li style=""--tw-shadow: 0 0 #0000; --tw-ring-inset: var(--tw-empty,/*!*/ /*!*/); --tw-ring-offset-width: 0px; --tw-ring-offset-color: #fff; --tw-ring-color: rgba(66, 153, 225, 0.5); --tw-ring-offset-shadow: 0 0 #0000; --tw-ring-shadow: 0 0 #0000;"">140 sq ft (13 m2)</li><li>All cabins on Deck↵3</li><li>Bunk-beds</li><li>Twin portholes</li></ul>↵",140 sq ft (13 m2)All cabins on Deck↵3Bunk-bedsTwin portholes↵,https://imgix.swoop-antarctica.com/OCE_2_Monica-Salmang_RTD_ORTELIUSTRIPLEQUAD-PORTHOLE.jpeg,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
,Cabin ,Antarctica,Plancius,Superior,"<ul><li>241 sq ft (22 m2)</li><li>5 cabins on Deck 6,↵4 on Deck 5, 1 on Deck 4</li>↵<li>All Superior cabins have double beds</li>↵<li>Two windows and lounge↵area with sofa and mini-fridge</li>↵<li>All&nbsp;Superior cabins have a sofa bed and are capable of&nbsp;accommodating&nbsp;3 people</li>↵<li>Superior&nbsp;cabins 601 &amp; 602 have the added benefit of windows with dual aspect</li>↵<li>Superior cabin 606 is the largest cabin on the ship</li><li>Superior cabin 502's double bed is pushed against one wall<br></li>↵</ul>↵","241 sq ft (22 m2)5 cabins on Deck 6,↵4 on Deck 5, 1 on Deck 4↵All Superior cabins have double beds↵Two windows and lounge↵area with sofa and mini-fridge↵All Superior cabins have a sofa bed and are capable of accommodating 3 people↵Superior cabins 601 & 602 have the added benefit of windows with dual aspect↵Superior cabin 606 is the largest cabin on the shipSuperior cabin 502's double bed is pushed against one wall↵↵",https://imgix.swoop-antarctica.com/OCE_3_OCE_RTD_PLANCIUS_SUPERIOR.jpeg,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
,Cabin ,Antarctica,Plancius,Twin Deluxe,"<ul><li style=""--tw-shadow: 0 0 #0000; --tw-ring-inset: var(--tw-empty,/*!*/ /*!*/); --tw-ring-offset-width: 0px; --tw-ring-offset-color: #fff; --tw-ring-color: rgba(66, 153, 225, 0.5); --tw-ring-offset-shadow: 0 0 #0000; --tw-ring-shadow: 0 0 #0000;"">226 sq ft (13.5 m2)</li><li>Both cabins are at↵the stern corners of Deck 4 and are slightly larger versions of the Twin Window↵cabin</li>↵<li>Windows facing↵to the rear and side</li>↵<li>Twin beds</li>↵</ul>↵",226 sq ft (13.5 m2)Both cabins are at↵the stern corners of Deck 4 and are slightly larger versions of the Twin Window↵cabin↵Windows facing↵to the rear and side↵Twin beds↵↵,https://imgix.swoop-antarctica.com/Plancius_Twin_Deluxe.jpg,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
,Cabin ,Antarctica,Plancius,Twin Window,"<ul><li style=""--tw-shadow: 0 0 #0000; --tw-ring-inset: var(--tw-empty,/*!*/ /*!*/); --tw-ring-offset-width: 0px; --tw-ring-offset-color: #fff; --tw-ring-color: rgba(66, 153, 225, 0.5); --tw-ring-offset-shadow: 0 0 #0000; --tw-ring-shadow: 0 0 #0000;"">140 sq ft (12.5 m2)</li><li>All 25 cabins are↵on Deck 4</li>↵<li>Twin beds with↵windows</li>↵</ul>↵",140 sq ft (12.5 m2)All 25 cabins are↵on Deck 4↵Twin beds with↵windows↵↵,https://imgix.swoop-antarctica.com/OWIDE_2_OWIDE_RTD_PLANCIUS-TWIN-WIN.jpeg,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
,Cabin ,Antarctica,Plancius,Twin Porthole,"<ul><li style=""--tw-shadow: 0 0 #0000; --tw-ring-inset: var(--tw-empty,/*!*/ /*!*/); --tw-ring-offset-width: 0px; --tw-ring-offset-color: #fff; --tw-ring-color: rgba(66, 153, 225, 0.5); --tw-ring-offset-shadow: 0 0 #0000; --tw-ring-shadow: 0 0 #0000;"">129 sq ft (12 m2)</li><li>9 cabins are on↵Deck 3 and 2 cabins are on Deck 2</li>↵<li>Twin beds with porthole</li><li>Cabins #302/ #304 &amp; #306 look out onto the zodiac boarding area and people can walk in front of these cabins<br></li>↵</ul>↵",129 sq ft (12 m2)9 cabins are on↵Deck 3 and 2 cabins are on Deck 2↵Twin beds with portholeCabins #302/ #304 & #306 look out onto the zodiac boarding area and people can walk in front of these cabins↵↵,https://imgix.swoop-antarctica.com/OCE_3_JoankeLouws_RTD_Plancius-Twin-Porthole-2025.JPG,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
,Cabin ,Antarctica,Plancius,Quadruple Porthole,"<ul><li style=""--tw-shadow: 0 0 #0000; --tw-ring-inset: var(--tw-empty,/*!*/ /*!*/); --tw-ring-offset-width: 0px; --tw-ring-offset-color: #fff; --tw-ring-color: rgba(66, 153, 225, 0.5); --tw-ring-offset-shadow: 0 0 #0000; --tw-ring-shadow: 0 0 #0000;"">129 sq ft (12 m2)</li><li>All cabins are to the stern of Deck 2</li>↵<li>Bunk beds and porthole</li>↵<li>All berths have an individual privacy curtain<br></li>↵</ul>↵",129 sq ft (12 m2)All cabins are to the stern of Deck 2↵Bunk beds and porthole↵All berths have an individual privacy curtain↵↵,https://imgix.swoop-antarctica.com/SW_3_JN_ALL_Plancius-quad-cabin.jpg,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
,Cabin ,Antarctica,Hebridean Sky,Owner's Suite,<ul><li>↵On the top cabin↵deck (6 - the Penthouse Deck)</li><li>Cabin size: 35.7 square meters (385 square feet)<br></li><li>10.2 square meter (110 square feet) private balcony</li><li>Two-room suite with↵separate lounge and bedroom</li><li>Choice of either Queen-sized bed or Twin beds </li><li>Sitting area with sofa &amp; chair </li><li>Flat screen TV with DVD/CD<br></li></ul>↵,↵On the top cabin↵deck (6 - the Penthouse Deck)Cabin size: 35.7 square meters (385 square feet)10.2 square meter (110 square feet) private balconyTwo-room suite with↵separate lounge and bedroomChoice of either Queen-sized bed or Twin beds Sitting area with sofa & chair Flat screen TV with DVD/CD↵,https://imgix.swoop-antarctica.com/PL_3_PL_RTD_HebrideanSkyOwnersSuite.JPG,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
,Cabin ,Antarctica,Hebridean Sky,Penthouse Suite,<ul><li>↵All 5 are on the↵top cabin deck (6 - the Penthouse Deck)</li><li>Cabin size: 30 square meters (325 square feet)<br></li><li>7.4 square meter (80 square feet) private balcony</li><li>Choice of either Queen-sized bed or Twin beds </li><li>Sitting area with sofa &amp; chair </li><li>Flat screen TV with DVD/CD<br></li></ul>↵,↵All 5 are on the↵top cabin deck (6 - the Penthouse Deck)Cabin size: 30 square meters (325 square feet)7.4 square meter (80 square feet) private balconyChoice of either Queen-sized bed or Twin beds Sitting area with sofa & chair Flat screen TV with DVD/CD↵,https://imgix.swoop-antarctica.com/PL_4_PL_RTD_Heb_Sky_Penthouse2.jpg,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
,Cabin ,Antarctica,Hebridean Sky,Veranda Suite,<ul><li>↵All 8 are on Deck 5 - the Veranda Deck</li><li>Cabin size: 24 square meters (260 square feet)<br></li><li>3.7 square meter (40 square feet) private balcony</li><li>Choice of either Queen-sized bed or Twin beds </li><li>Sitting area with sofa &amp; chair </li><li>Flat screen TV with DVD/CD<br></li></ul>↵,↵All 8 are on Deck 5 - the Veranda DeckCabin size: 24 square meters (260 square feet)3.7 square meter (40 square feet) private balconyChoice of either Queen-sized bed or Twin beds Sitting area with sofa & chair Flat screen TV with DVD/CD↵,https://imgix.swoop-antarctica.com/PL_4_PL_RTD_VerandaHebrideanSky.jpg,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
,Cabin ,Antarctica,Hebridean Sky,Promenade Suite,<ul><li>All 13 Promenade Suites are on Deck 4 - the Promenade Deck<br></li><li>Cabin size: 20.4 square meters (220 square feet)<br></li><li>Windows over the bows and to the side</li><li>Choice of either Queen-sized bed or Twin beds </li><li>Sitting area with sofa &amp; chair </li><li>Flat screen TV with DVD/CD<br></li></ul>↵,All 13 Promenade Suites are on Deck 4 - the Promenade DeckCabin size: 20.4 square meters (220 square feet)Windows over the bows and to the sideChoice of either Queen-sized bed or Twin beds Sitting area with sofa & chair Flat screen TV with DVD/CD↵,https://imgix.swoop-antarctica.com/PL_3_PL_RTD_HebSkyPromenadeSuite.JPG,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
,Cabin ,Antarctica,Hebridean Sky,Single Suite,<ul><li>Both Single Suites are on Deck 4 - the Promenade Deck</li><li>Cabin size: 11 square meters (118 square feet)</li><li>Windows to the side<br></li><li>Queen-sized bed<br></li><li>Sitting area with sofa &amp; chair</li><li>Flat screen TV with DVD/CD</li></ul>↵,Both Single Suites are on Deck 4 - the Promenade DeckCabin size: 11 square meters (118 square feet)Windows to the sideQueen-sized bedSitting area with sofa & chairFlat screen TV with DVD/CD↵,https://imgix.swoop-antarctica.com/AXXI_4_AXXI_RTD_hebskysingle.jpg,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
,Cabin ,Antarctica,Hebridean Sky,Twin Window Suite,<ul><li>↵All 16 Window Suites are↵on Deck 3 </li><li>Cabin size: 21 square meters (225 square feet)<br></li><li>Windows to the side of the ship</li><li>Choice of either Queen-sized bed or Twin beds </li><li>Sitting area with sofa &amp; chair </li><li>Flat screen TV with DVD/CD<br></li></ul>↵,↵All 16 Window Suites are↵on Deck 3 Cabin size: 21 square meters (225 square feet)Windows to the side of the shipChoice of either Queen-sized bed or Twin beds Sitting area with sofa & chair Flat screen TV with DVD/CD↵,https://imgix.swoop-antarctica.com/PL_3_PL_RTD_HebSkyWindowSuite.JPG,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
,Cabin ,Antarctica,Hebridean Sky,Triple Suite,"<ul><li>Both of these cabins are on Deck 3</li><li>Cabin size: 21 square meters (225 square feet)<br></li><li>Window to the side of the ship<br></li><li>Twin beds</li><li>Sitting area with sofa &amp; chair </li><li>Flat screen TV with DVD/CD<br></li></ul><p>The third berth is↵suitable for those up 5' 10"" in height.<br></p>↵","Both of these cabins are on Deck 3Cabin size: 21 square meters (225 square feet)Window to the side of the shipTwin bedsSitting area with sofa & chair Flat screen TV with DVD/CDThe third berth is↵suitable for those up 5' 10"" in height.↵",https://imgix.swoop-antarctica.com/PL_3_PL_RTD_HebrideanSkyTripleProvisionary.JPG,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
,Cabin ,Antarctica,Hebridean Sky,Porthole Suite,"<ul><li>↵All 10 of these are↵on Deck 2</li><li>Cabin size: 22 square meters (240 square feet)<br></li><li>2 - 4 portholes per cabin, depending on specific cabin number</li><li>Sitting area with sofa &amp; chair </li><li>Flat screen TV with DVD/CD<br></li></ul>↵","↵All 10 of these are↵on Deck 2Cabin size: 22 square meters (240 square feet)2 - 4 portholes per cabin, depending on specific cabin numberSitting area with sofa & chair Flat screen TV with DVD/CD↵",https://imgix.swoop-antarctica.com/PL_3_PL_RTD_HebSkyPortholeSuite.JPG,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
,Cabin ,Antarctica,Hebridean Sky,Deluxe Suite,<ul><li>Both the Deluxe Suites are on Deck 4 - the Promenade Deck<br></li><li>Cabin size: 22 square meters (240 square feet)</li><li>Suites with forward and side windows<br></li><li>Choice of either Queen-sized bed or Twin beds </li><li>Sitting area with sofa &amp; chair </li><li>Flat screen TV with DVD/CD<br></li></ul>↵,Both the Deluxe Suites are on Deck 4 - the Promenade DeckCabin size: 22 square meters (240 square feet)Suites with forward and side windowsChoice of either Queen-sized bed or Twin beds Sitting area with sofa & chair Flat screen TV with DVD/CD↵,https://imgix.swoop-antarctica.com/PL_4_PL_RTD_Deluxe_Hebridean_Sky.jpg,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
,Cabin ,Antarctica,Ocean Adventurer,Suite,<ul><li>These 3 suites are located on both the Captain's Deck and the Bridge Deck</li><li>2 windows</li><li>Petite seating area with sofa</li></ul>↵,These 3 suites are located on both the Captain's Deck and the Bridge Deck2 windowsPetite seating area with sofa↵,https://imgix.swoop-antarctica.com/QUA_3_QUA_RTD_Suite.jpeg,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
,Cabin ,Antarctica,Ocean Adventurer,Deluxe,<ul><li>6 cabins located on the Captain's Deck</li><li>2 windows</li><li>1 or 2 comfortable chairs provided for additional in-room seating</li></ul>↵,6 cabins located on the Captain's Deck2 windows1 or 2 comfortable chairs provided for additional in-room seating↵,https://imgix.swoop-antarctica.com/QUA_3_QUA_RTD_OCEAN-ADVENTURER-DELUXE.jpg,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
,Cabin ,Antarctica,Ocean Adventurer,Main Deck Twin Window,<ul><li>These 18 cabins are located on the Main Deck&nbsp;</li><li>1 window</li></ul>↵,These 18 cabins are located on the Main Deck 1 window↵,https://imgix.swoop-antarctica.com/QUA_3_QUA_RTD_OA-Main-Deck-Twin-Window.jpeg,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
,Cabin ,Antarctica,Ocean Adventurer,Main Deck Twin Porthole,<ul><li>These 6 cabins are located on the Main Deck</li><li>Porthole</li></ul>↵,These 6 cabins are located on the Main DeckPorthole↵,https://imgix.swoop-antarctica.com/QUA_3_QUA_RTD_OA-Main-Deck-Twin-Porthole.jpeg,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
,Cabin ,Antarctica,Ocean Adventurer,Triple,"<ul><li>All 6 cabins are located on the Main Deck, towards the front of the vessel</li><li>Porthole</li></ul>↵","All 6 cabins are located on the Main Deck, towards the front of the vesselPorthole↵",https://imgix.swoop-antarctica.com/QUA_3_QUA_RTD_OA-Triple.jpeg,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
,Cabin ,Antarctica,Ocean Adventurer,Owner's Suite,<ul><li>These 3 suites are located on both the Captain's Deck and the Bridge Deck</li><li>Windows with exterior views</li><li>Petite seating area with sofa</li></ul>↵,These 3 suites are located on both the Captain's Deck and the Bridge DeckWindows with exterior viewsPetite seating area with sofa↵,https://imgix.swoop-antarctica.com/QUA_3_QUA_RTD_OA-Owners-Suite.jpeg,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
,Cabin ,Antarctica,Ocean Adventurer,Lower Deck Twin Porthole,<ul><li>13 cabins located on the Lower Deck </li><li>Two lower berths </li><li>Private facilities porthole window with exterior views</li></ul>↵,13 cabins located on the Lower Deck Two lower berths Private facilities porthole window with exterior views↵,https://imgix.swoop-antarctica.com/QUA_3_QUA_RTD_OA-Lower-Twin-Deck.jpeg,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
,Cabin ,Antarctica,Ocean Adventurer,Superior,"<ul><li>9 cabins are located on the Upper Deck and 1 on the Captain's Deck</li><li>2 or 3 windows</li><li>Please note that the layout of the beds varies. Some are set at right angles to each other, whereas others are a more traditional parallel layout<br></li></ul>↵","9 cabins are located on the Upper Deck and 1 on the Captain's Deck2 or 3 windowsPlease note that the layout of the beds varies. Some are set at right angles to each other, whereas others are a more traditional parallel layout↵",https://imgix.swoop-antarctica.com/QUA_3_QUA_RTD_OCEAN-ADVENTURER-SUPERIOR.jpg,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
,Cabin ,Antarctica,Ocean Diamond,Balcony Suite,"<ul><li>One double bed or two twin beds<br></li><li>Located on the top<b> Observation Deck</b></li><li>Full-size window with a sliding glass door that leads to a <b>private deck</b> with chairs for magnificent views</li><li>Coupled with living rooms as well as ensuite facilities</li><li>Refrigerator, TV, and DVD player are included in each cabin</li><li><b>Largest cabins</b> on the Ocean Diamond<br></li></ul>↵","One double bed or two twin bedsLocated on the top Observation DeckFull-size window with a sliding glass door that leads to a private deck with chairs for magnificent viewsCoupled with living rooms as well as ensuite facilitiesRefrigerator, TV, and DVD player are included in each cabinLargest cabins on the Ocean Diamond↵",https://imgix.swoop-antarctica.com/QUA_3_QUA_RTD_balcony-suite-Ocean_Diamond_-e.jpg,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
,Cabin ,Antarctica,Ocean Diamond,Twin Window,"<ul><li>Located on <b>the Captain's deck, the</b>&nbsp;<b>upper deck or the main deck</b></li><li><b>Ensuite facilities</b></li><li><b>Flat-screen TV</b> and DVD players</li><li><b>Large windows</b> for amazing views</li><li><b>Double bed</b> (although Twins with two twin beds can be booked)</li><li>Cabin 512 has a partially obstructed view</li></ul>↵","Located on the Captain's deck, the upper deck or the main deckEnsuite facilitiesFlat-screen TV and DVD playersLarge windows for amazing viewsDouble bed (although Twins with two twin beds can be booked)Cabin 512 has a partially obstructed view↵",https://imgix.swoop-antarctica.com/QUA_3_QUA_RTD_OCEANDIAMONDTWINWINDOW.jpg,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
,Cabin ,Antarctica,Ocean Diamond,Single Porthole,<ul><li>Located on the&nbsp;<b>lower deck</b></li><li><b>Ensuite facilities</b></li><li><b>Flat-screen TV</b>&nbsp;and DVD players</li><li><b>Double bed</b></li></ul>↵,Located on the lower deckEnsuite facilitiesFlat-screen TV and DVD playersDouble bed↵,https://imgix.swoop-antarctica.com/QUA_3_Ken-Kaminesky_RTD_Single-Porthole-Ocean-Diamond-e.jpg,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
,Cabin ,Antarctica,Ocean Diamond,Triple,"<ul><li>Located on the <b>lower deck. </b></li><li>These cabins have one <b>double or two twin beds</b>, as well as a <b>third pull-down berth</b>.</li><li><b>Ensuite facilities</b></li><li><b>Flat-screen TV</b>&nbsp;and DVD players</li></ul>↵","Located on the lower deck. These cabins have one double or two twin beds, as well as a third pull-down berth.Ensuite facilitiesFlat-screen TV and DVD players↵",https://imgix.swoop-antarctica.com/QUA_3_Ken-Kaminesky_RTD_Triple-Ocean-Diamond-e.jpg,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
,Cabin ,Antarctica,Ocean Diamond,Single Obstructed View,"<ul><li>These cabins have one double bed</li><li>Picture window (in cabins 608 and 609 the view is obstructed by the lifeboats)</li><li>Located on the<b> Captain&rsquo;s Deck </b></li><li>Private bathroom with shower </li><li>Refrigerator, TV, and DVD player are included in each cabin<br></li></ul>↵","These cabins have one double bedPicture window (in cabins 608 and 609 the view is obstructed by the lifeboats)Located on the Captain&rsquo;s Deck Private bathroom with shower Refrigerator, TV, and DVD player are included in each cabin↵",https://imgix.swoop-antarctica.com/QUA_3_QUA_RTD_single-obstructed-view-Ocean_Diamond.jpg,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
,Cabin ,Antarctica,Ocean Diamond,Suite,"<ul><li>One double bed or two twin beds&nbsp;<br></li><li>Located on the <b>Main Deck</b></li><li>Two picture windows</li><li>Separate sitting area with sofas, two easy chairs, a small table, and two private bathrooms</li><li>Refrigerator, TV, and DVD player are included in each cabin</li></ul>↵","One double bed or two twin beds Located on the Main DeckTwo picture windowsSeparate sitting area with sofas, two easy chairs, a small table, and two private bathroomsRefrigerator, TV, and DVD player are included in each cabin↵",https://imgix.swoop-antarctica.com/QUA_3_QUA_RTD_suite-Ocean-Diamond.jpg,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
,Cabin ,Antarctica,Ocean Diamond,Twin Obstructed View,"<ul><li>These cabins have one double bed or two twin beds</li><li>Picture window (in cabins 612, 615, 611, and 610 the view is obstructed, cabin 522 has a very obstructed view)</li><li>Located on the<b> Captain&rsquo;s and Upper Decks</b></li><li>Private bathroom with shower</li><li>Refrigerator, TV, and DVD player are included in each cabin</li></ul>↵","These cabins have one double bed or two twin bedsPicture window (in cabins 612, 615, 611, and 610 the view is obstructed, cabin 522 has a very obstructed view)Located on the Captain&rsquo;s and Upper DecksPrivate bathroom with showerRefrigerator, TV, and DVD player are included in each cabin↵",https://imgix.swoop-antarctica.com/QUA_3_QUA_RTD_obstructed-view-twin-Ocean-Diamond.jpg,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
,Cabin ,Antarctica,Sea Spirit,Owner's Suite,"<ul><li style=""--tw-ring-offset-color: #fff; --tw-ring-color: rgba(66, 153, 225, 0.5); --tw-ring-offset-shadow: 0 0 #0000; --tw-ring-shadow: 0 0 #0000;"">676 sq²&nbsp;(62.8 m²)</li><li>The single Owner's Suite is the top of the range and located on the top deck</li><li>King-sized bed</li><li>Private deck</li></ul>↵",676 sq² (62.8 m²)The single Owner's Suite is the top of the range and located on the top deckKing-sized bedPrivate deck↵,https://imgix.swoop-antarctica.com/POS_3_POS_RTD_SEASPIRIT_OWNERS.jpg,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
,Cabin ,Antarctica,Sea Spirit,Premium Suite,"<ul><li style=""--tw-shadow: 0 0 #0000; --tw-ring-inset: var(--tw-empty,/*!*/ /*!*/); --tw-ring-offset-width: 0px; --tw-ring-offset-color: #fff; --tw-ring-color: rgba(66, 153, 225, 0.5); --tw-ring-offset-shadow: 0 0 #0000; --tw-ring-shadow: 0 0 #0000;"">328 sq²&nbsp;(30.5 m²)</li><li>These 6 suites are located at the top of the Sea Spirit on its Sun Deck (Deck 6)</li><li>Twin beds, convertible into a king-sized double bed</li><li>Private balcony</li></ul>↵","328 sq² (30.5 m²)These 6 suites are located at the top of the Sea Spirit on its Sun Deck (Deck 6)Twin beds, convertible into a king-sized double bedPrivate balcony↵",https://imgix.swoop-antarctica.com/POS_3_POS_RTD_SEASPIRIT_PREMIUM.jpg,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
,Cabin ,Antarctica,Sea Spirit,Deluxe Suite,"<ul><li style=""--tw-shadow: 0 0 #0000; --tw-ring-inset: var(--tw-empty,/*!*/ /*!*/); --tw-ring-offset-width: 0px; --tw-ring-offset-color: #fff; --tw-ring-color: rgba(66, 153, 225, 0.5); --tw-ring-offset-shadow: 0 0 #0000; --tw-ring-shadow: 0 0 #0000;"">258 sq²&nbsp;(24 m²)</li><li>All 8 suites are located on the Sports Deck (Deck 5), together with the bistro and gym</li><li>Twin beds, convertible into a king-sized double bed<br></li><li>Access to a private balcony</li></ul>↵","258 sq² (24 m²)All 8 suites are located on the Sports Deck (Deck 5), together with the bistro and gymTwin beds, convertible into a king-sized double bedAccess to a private balcony↵",https://imgix.swoop-antarctica.com/POS_3_POS_RTD_SEASPIRIT_DELUXE.jpg,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
