NOTES FOR MIGRATION TEAM,Name,Description,Region,Type,City,Partners,Image 1,Image 2,Image 3,Image 4,Image 5,Library,Shop,Restaurant,Additional Restaurants ,Bar,Gym,Spa,Jacuzzi,Pool,Sauna ,Steam Room,Massage,Elevator,Laundry,Room Service,Meals Available,Food & Drink Description,WiFi,Phone Signal,Capacity,Year Built,Minimum Age,Check in Time,Check Out Time,Inspected by 1,Date 1,Inspection Notes 1,Inspected by 2,Date 2,Inspection Notes 2,Inspected by 3,Date 3,Inspection Notes 3,What we like about this hotel,We think its worth noting,Recommendations,Swooper,What they say about this accommodation,Video URL,FAQs,"Location
(Ground Accommodation only)",Breakfast End Time,"Check in Time
(with ranges)","Check Out Time
(with ranges)"
,Estancia El Condor,"Estancia El Condor has managed to retain a strong sense of its working past. Its deeply remote location gives it a true wilderness homestay atmosphere. Stay here and you’ll feel like Patagonia has emptied to offer you your own private adventure playground. North of El Chaltén, Estancia El Condor sits on a beautiful turquoise stretch of Lago San Martín, surrounded by mountains. The big attraction here is the chance to truly switch off in a remote and spectacular location. Horse riding is available as well as self-guided hikes: this is a landscape that you’ll have completely to yourself that’s begging to be explored. The atmosphere is cosy and authentically rustic with great homemade farm food, but if it's views you're after, few places do it better.",Los Glaciares,Estancia,El Chalten,Walk Patagonia,https://imgix.swoop-patagonia.com/SWO_4_Chloe-Mazille_Estancia-el-condor-outside.jpg,https://imgix.swoop-patagonia.com/SWO_4_Chloe-Mazille_Estancia-el-condor-interior.jpg,https://imgix.swoop-patagonia.com/SWO_5_Chloe-Mazille_Estancia-el-condor-aerial-view.jpg,https://imgix.swoop-patagonia.com/SWO_4_Chloe-Mazille_Estancia-el-condor-riding.jpg,https://imgix.swoop-patagonia.com/SWO_4_Chloe-Mazille_Estancia-el-condor-beach.jpg,TRUE,FALSE,TRUE,FALSE,TRUE,No,No,No,No,No,No,No,FALSE,Included,FALSE,"Breakfast, Lunch, Dinner, Snacks",,FALSE,FALSE,14,1912,10,16:00:00,12:00:00,Clo,2023-11-01,,Luke,2018-03-01,,,,,"<ul><li>This is the most authentic estancia experience in Patagonia (and we've been to all of them!)&nbsp;</li><li>Immerse yourself in the low-key, simple lifestyle of the gauchos.</li><li>The location is just incredible and ideal to escape the crowds, you won’t meet any travellers.</li><li>Stunning views - The mountains tower above the estancia, while the incredible turquoise San Martin Lake stretches out towards the horizon.&nbsp;</li><li>Fantastic riding that experienced riders will love. Many estancias only cater to inexperienced riders.&nbsp;</li><li>Good hiking options are also available.&nbsp;</li><li>Authentic, home-cooked food sets you up for a day of exploring.</li><li>With a strong focus on history and conservation, there are lots of opportunities to learn more about this fascinating region.</li></ul>","<ul><li><span id=""docs-internal-guid-32228ed9-7fff-2c72-b60f-337a773c1e7f""><span style=""font-variant-numeric: normal; font-variant-east-asian: normal; font-variant-alternates: normal; font-variant-position: normal; vertical-align: baseline;"">It's a 5-hour drive from El Calafate, about 160 km paved road and 120 km gravel road and no phone signal. </span></span></li><li><span id=""docs-internal-guid-32228ed9-7fff-2c72-b60f-337a773c1e7f""><span style=""font-variant-numeric: normal; font-variant-east-asian: normal; font-variant-alternates: normal; font-variant-position: normal; vertical-align: baseline;"">We don't recommend driving there yourself so you will need a private transfer.&nbsp;</span></span></li><li>The cost is relatively high for such a rustic experience with simple rooms and simple food.</li><li style=""--tw-ring-offset-color: #fff; --tw-ring-color: rgba(66, 153, 225, 0.5); --tw-ring-offset-shadow: 0 0 #0000; --tw-ring-shadow: 0 0 #0000;""><span id=""docs-internal-guid-32228ed9-7fff-2c72-b60f-337a773c1e7f"" style=""--tw-ring-offset-color: #fff; --tw-ring-color: rgba(66, 153, 225, 0.5); --tw-ring-offset-shadow: 0 0 #0000; --tw-ring-shadow: 0 0 #0000;"">It's truly remote, with nothing around for miles, but the location is hard to beat...</span></li></ul>",,Clo Mazille,This is what I imagine when I think of a true Patagonian estancia: a remote building set in stunning scenery and offering some of the best horse riding I’ve done in my life,,,,,16:00,12:00
,Estancia Helsingfors,"Estancia Helsingfors enjoys some of the best scenery offered by any estancia: the building perches on the edge of Lago Viedma with views of FitzRoy, glaciers and snow-capped peaks right on your doorstep. This estancia has more of a hotel feel, with the focus on comfort and sightseeing rather than more active excursions. If you're after a beautiful setting to relax with a glass of wine and exquisite food, or a relaxed comfortable atmosphere to enjoy the silence and seclusion of Patagonia, this is the estancia for you. Estancia Helsingfors is also the springboard for our Los Glaciares Wilderness Trek. From here, it’s a challenging six days to Estancia Cristina on some of the wildest and most rewarding hiking trails in Los Glaciares.",Los Glaciares,Estancia,El Chalten,Walk Patagonia,https://imgix.swoop-patagonia.com/SWO_5_ALL_SarahSchneider_estancia-Helsingfors.jpeg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,No,No,No,No,No,No,No,FALSE,No,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
,Estancia Josefina,"Looking to get truly off grid? Estancia Josefina offers one of the most remote and exclusive experiences you can have anywhere in Patagonia. Estancia Josefina is a little over 45 miles (75km) almost due north from El Chaltén, but the route is mostly off road or transfer by private boat. Alternatively, you can arrange a wonderful hike that takes you right up to the estancia, but either way, by the time you reach your destination you’ll truly have unplugged from the world: this area is so remote even the indigenous Tehuelche people didn’t live here. This is estancia offers a rustic small farm experience, with accommodation consisting of just four glamping dome tents. There are plenty of rescue animals here (the food is great for vegetarians and vegans).",Los Glaciares,Estancia,El Chalten,Walk Patagonia,https://imgix.swoop-patagonia.com/SWO_5_ALL_ChloeMazille_estancia-josefina-glamping.jpg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,No,No,No,No,No,No,No,FALSE,No,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
,Estancia La Estela,"Situated roughly halfway between El Chaltén and El Calafate (and less than two hours’ drive from either). Estancia La Estela sits on a rise above La Leona river with tremendous views out across Lago Viedma to the great peaks of the Fitz Roy Massif. La Estela is more boutique guesthouse than true estancia. It doesn’t offer a true authentic ranch experience but more than makes up for that with its breathtaking setting and clutch of five luxe suites. Horseriding, trail walking and mountain bike riding are all available, but one of the other big draws here is the food. La Estela’s restaurant is simply incredible and the owners are planning a covered vineyard to produce Patagonia’s most southerly wine.",Los Glaciares,Estancia,El Chalten,Walk Patagonia,https://imgix.swoop-patagonia.com/SWO_ALL_SarahSchneider-Estancia-Estela.jpeg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,No,No,No,No,No,No,No,FALSE,No,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
,Estancia La Peninsula,"Occupying 19,000 hectares between two of Chilean Patagonia's defining landscapes, the pampa and the fjords, the remote Estancia La Peninsula is one of only two estancias on the Antonio Veras Peninsula. Reached only by a 30-minute boat journey from Puerto Natales, a true Patagonian experience is to be had - look forward to daily Patagonian barbecues and sheep-shearing demonstrations. Among the range of excursions are treks, including a two- to four-day hike, horseback riding, and a 4x4 ride to Cerro Ballena (Whale Hill). Overnight stays are possible at the newly renovated countryside cabin, affectionately named 'La Barrosa', nestled 8km from the main estancia houses.",Torres del Paine,Estancia,Puero Natales,"Cascada, Chile Nativo, Southbound",https://imgix.swoop-patagonia.com/Landscape1.jpg,https://imgix.swoop-patagonia.com/Dogs.jpg,https://imgix.swoop-patagonia.com/Gaucho.jpg,https://imgix.swoop-patagonia.com/Landscape-1.jpg,https://imgix.swoop-patagonia.com/DSC_0479.jpg,FALSE,TRUE,TRUE,FALSE,TRUE,No,No,No,No,No,No,No,FALSE,Included,FALSE,"Breakfast, Lunch, Dinner, Snacks",,FALSE,FALSE,16,2011,5,,,Imogen,2024-10-01,,Lisette,2024-02-01,,Carys,2023-03-01,,"<ul><li>Only accessible by a 30-minute boat ride from Puerto Natales, it maintains a truly remote atmosphere away from the crowds in Torres del Paine.</li><li>They offer daily sheep-shearing demonstrations and a huge, traditional Patagonian asado for lunch.</li><li>Sweeping vistas as far as the eye can see with looming glacier-capped mountains and dazzling reflections from the fjords.</li><li>It's a place where time slows down...</li></ul>","<ul><li>You can’t stay in the Estancia itself but at La Barrosa which is located 8km away from the estancia “casco"".</li></ul>",,Natascha Yogachandra,"I love being able to unwind and roam on my own schedule here. There are some beautiful riding opportunities. Plus, you can tag along with the dogs who herd and protect the sheep - who are very, very cute!",,,,,Flexible,Flexible
,Estancia Lago Pinto,"Estancia Lago Pinto is another historic working ranch, tracing its roots back to the pioneering days of 1890. Today, under the stewardship of Pedro Pivcevic Jara, the estancia has adapted to modern demands by transitioning from sheep to cattle farming, yet it staunchly preserves the rural customs and sustainable practices of its heritage. Guests at Estancia Lago Pinto are treated to an immersive experience of Patagonian life, from authentic barbecues and folk music, to educational tours of the greenhouses and animal enclosures, culminating in hands-on activities like sheep shearing and horseback riding through sweeping historic landscapes.",Torres del Paine,Estancia,Puero Natales,"Cascada, Chile Nativo, Southbound",https://imgix.swoop-patagonia.com/SWO_4_RTD_Estancia-Lago-Pinto2.jpeg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,No,No,No,No,No,No,No,FALSE,No,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
,Estancia Lazo,"Estancia Lazo is situated just on the border of Torres del Paine and is part of a huge cattle ranch dating from the last century that now rus 32,000 acres (13,000 hectares). It boasts magnificent views over Laguna Verde as well as the Paine Massif. The rooms are simple yet comfortable. The main estancia house and dining room-cum-bar are great to relax in after a day of riding in the park. The estancia also has a complete house for up to eight people that can be booked for exclusive stays.",Torres del Paine,Estancia,Torres del Paine,,https://imgix.swoop-patagonia.com/CN_5_RTD_CN-Estancia-Lazo.jpg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,No,No,No,No,No,No,No,FALSE,No,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
,Estancia Nibepo Aike,"Located just over an hours’ drive from El Calafate, Estancia Nibepo Aike is one of the best places in the region to get a real taste of the gaucho lifestyle. Established in 1912, this working estancia still raises both sheep and cattle. Its rooms are comfortable and spacious, and are decorated with black and white photos detailing a century of family frontier history. Nibebo Aike’s proximity to Perito Moreno glacier and its deeply authentic vibe make this a popular estancia, where you can expect real gaucho culture on display, from sheep shearing to traditional barbecues. To explore the landscapes around the estancia, horse riding is available, as well as hiking and mountain bike trails.",Los Glaciares,Estancia,El Calafate,Walk Patagonia,https://imgix.swoop-patagonia.com/24_41534597504_o.jpg,https://imgix.swoop-patagonia.com/12_27385796677_o.jpg,https://imgix.swoop-patagonia.com/7_27385801977_o.jpg,https://imgix.swoop-patagonia.com/Iain_4_SWO_ALL_Nibepo-Aike-1.jpg,https://imgix.swoop-patagonia.com/Iain_4_SWO_ALL_Nibepo-Aike-4.jpg,TRUE,FALSE,TRUE,FALSE,FALSE,No,No,No,No,No,No,No,FALSE,No,FALSE,"Breakfast, Lunch, Dinner, Snacks",,FALSE,FALSE,30,1910,,14:00:00,10:00:00,Lauren,2025-03-01,,Agustin,2024-04-01,,Clo,2023-11-01,,"<ul><li>Experience an authentic working estancia in Los Glaciares National Park with sheep, cattle and horses all managed on the grounds.</li><li>The estancia's location is a huge draw, being just over an hour away from El Calafate. Get off the beaten track with little effort or time expended.</li><li>It's a great place for beginners to horse ride with Patagonian gauchos and is also suited to more experienced riders with some epic multi-day rides on offer.</li><li>The property is nestled in a quiet valley with stunning scenery all around. Hiking up the mountain behind the estancia presents incredible views over Lago Roca, snow-capped mountains and a hanging glacier; continue a little further and explore a peaceful lenga tree forest at the top.</li><li>With just 10 rooms and a charmingly laid-back atmosphere, you can expect complete relaxation and peace in your surroundings.</li></ul>","<ul><li>This estancia is close to one of the most popular landmarks in Patagonia (Perito Moreno Glacier) and it receives a high volume of daytrippers. </li><li>The day trip from El Calafate is fun and you will get a taste of Patagonian Estancia, but it's not the most authentic. </li><li>If you would like an authentic experience, then spend the night at Nibepo Aike or ask us about other estancias in the area.</li><li>There are not that many vegetarian or vegan options on the menu.&nbsp;</li></ul>",,Clo Mazille,"This is the only real 'working Estancia' in the area. It's comfortable, cosy and exclusive. It's also an ideal base for heading on the remarkable Hidden Glaciers riding trip.",,,,,14:00,10:00
,Estancia Peuma Hue,"Inside the Nahuel Huapi National Park, Argentina's oldest Estancia Peuma Hue lies at the heart of the Argentinean Lake District. Conveniently located near Bariloche, but with a unique, remote feel, this lovely lakeside lodge is our favourite full-board property in the area. Puema Hue offers a multi-activity holiday against a backdrop of relaxing lakes and forested mountainsides.",Arg Lakes,Estancia,Bariloche ,AndesTrack,https://imgix.swoop-patagonia.com/SWO_5_SALLY_ALL_Puema-Hue-1.JPG,https://imgix.swoop-patagonia.com/SWO_5_SALLY_ALL_Puema-Hue-6.JPG,https://imgix.swoop-patagonia.com/SWO_5_SALLY_ALL_Puema-Hue-3.JPG,https://imgix.swoop-patagonia.com/SWO_4_SALLY_ALL_Puema-Hue-5.JPG,https://imgix.swoop-patagonia.com/SWO_4_SALLY_ALL_Puema-Hue-7.JPG,FALSE,FALSE,TRUE,FALSE,TRUE,No,Included,Included,No,Included,Included,Included,FALSE,Included,FALSE,"Breakfast, Lunch, Dinner, Snacks",,TRUE,TRUE,28,,,14:00:00,10:00:00,,,,,,,,,,,,,David Hilton,"Peuma Hue's privileged location means you can hike the self-guided trails at your own pace, when you desire and probably not see another person during the whole time. This is a unique feature compared with other lake-district lodges and hotels. I was lucky enough to sit and watch Magellanic woodpeckers at work (the world's largest woodpecker) on my recent visit there. What a privilege!",,,,,14:00,10:00
,Estancia Rincon Chico,"<p><span style=""font-size: 13px;"">The hotel has 8 rooms, all with private bathrooms. They can be set up as singles, twins or doubles depending on your preference. There is also the option of a cottage.</span></p><p><span style=""font-size: 13px;"">Stays are a minimum of 3 nights.&nbsp;</span></p>",Peninsula Valdes,Estancia,Península Valdés,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,No,No,No,No,No,No,No,FALSE,No,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,Peter StanleyJones,"If you're looking for the perfect combination of remote wilderness, comfort, history and wildlife then Rincon Chico is for you. I recommend visiting between September and November for the most diverse wildlife viewing opportunities: Southern Right Whales, Orcas, Sea Lions and Elephant Seals!",,,,,,
,Estancia San Luis,"Estancia San Luis, managed by the devoted Cárdenas-Oyarzún family for over 45 years, blends traditional livestock farming with the allure of Patagonian cultural tourism across its 32,00 acres (13,000 hectares). Visitors can engage with nature via horseback riding, exploring the estate's diverse landscapes and abundant wildlife, and stay at the Puesto Rio Vizcachas, a charmingly refurbished house near the Argentinian border. This destination offers a genuine slice of Patagonian life, complete with stunning views, local cuisine, and a tranquil atmosphere made for adventure and relaxation in equal measure.",Torres del Paine,Estancia,Torres del Paine,,https://imgix.swoop-patagonia.com/SWO_4_Chile-Nativo_RTD_Estancia-San-Luis-1.jpg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,No,No,No,No,No,No,No,FALSE,No,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
,Estancia Tercera Barranca,"This family-run working estancia treats its guests with breathtaking views of Torres del Paine’s iconic granite towers and the eastern side of the Paine Massif. The ranch continues to function as a sheep farm, running livestock across its 16,000 acres (6500 hectares). Its seven rooms are all in the converted farmhouse and may be simple but are perfectly cosy. In the evenings you can unwind by the fireplace in the lounge or enjoy meeting other travellers by the barbecue. The hosts provide a warm friendly atmosphere, and there are varied activities on offer here, including horse riding excursions that offer the chance for some great birdwatching.",Torres del Paine,Estancia,Torres del Paine,,https://imgix.swoop-patagonia.com/CN_5_RTD_CN-Estancia-Tercera-Barranca.jpg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,No,No,No,No,No,No,No,FALSE,No,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
,Explora Atacama,"Explora built their reputation upon being the first luxury hotel group to move into Patagonia and have since expanded to include the Atacama in northern Chile. They offer the largest range of excursions for active travellers, including hiking, horseriding and biking, and have the best observtory in San Pedro - their astral tours are awe-inspiring. The four large swimming pools provide fantastic relaxation after a day's adventuring.",Atacama,Luxury Lodge,San Pedro de Atacama,Explora,https://imgix.swoop-patagonia.com/EXP_4_EXP_RTD_Atacama-Spa-better-quality.jpeg,https://imgix.swoop-patagonia.com/Explora_Atacama_4_RTD_Drone.jpg,https://imgix.swoop-patagonia.com/Explora_Atacama_4_RTD_Map.jpeg,https://imgix.swoop-patagonia.com/Explora_Atacama_4_RTD_Outside.jpg,https://imgix.swoop-patagonia.com/Explora_Atacama_4_RTD_Food_pool2.jpeg,TRUE,TRUE,TRUE,FALSE,TRUE,No,Included,Included,Included,Included,Included,Included,FALSE,Included,FALSE,"Breakfast, Lunch, Dinner, Snacks, Box Lunch",,TRUE,FALSE,100,2004,,13:00:00,10:00:00,Danny,2025-03-01,,Peter,2023-02-01,,Sydney,2023-01-01,,"<ul><li>The first 5-star, all-inclusive luxury hotel in San Pedro de Atacama. </li><li>They have four infinity pools (plus a sauna).</li><li>A fantastic variety of excursions for active people who want to be out every day, hiking, biking and riding.</li><li>Ideal for horseriders as the hotel has its own horses and an amazing stable block.</li><li>The best telescopic observatory in San Pedro de Atacama.</li><li>Just 5-10 minutes walk from downtown San Pedro.</li><li>Puritama hot springs! Explora has a private pool there.</li></ul>",<ul><li>The pool area is about a 5-7 minute walk away from the rooms. It is a big property so expect lots of walking (on wood platforms and uneven cobblestones).</li><li>The dining area is more casually designed than expected.&nbsp;</li></ul>,,Peter StanleyJones,"From leisure overland tours to see once in a lifetime marvels, to advanced horseback riding, high altitude volcano ascents and technical mountain bike rides – Explora has something for everyone. The awe-inspiring astral tours are not to be missed either.",,,,,13:00,10:00
,Explora Easter Island,"Explora Rapa Nui is the luxury lodge on Easter Island, designed to immerse you in the island’s rich culture and dramatic landscapes. Perched on a secluded hillside with sweeping views of the Pacific, the hotel offers guided explorations, gourmet dining, and sustainable luxury, making it an ideal base for discovering the island’s enigmatic moai and vibrant Polynesian heritage.",Easter Island,Luxury Lodge,Easter Island,,,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,No,Included,Included,Included,Included,Included,Included,FALSE,Included,TRUE,"Breakfast, Lunch, Dinner, Snacks",,TRUE,FALSE,70,,,13:00:00,10:00:00,,,,,,,,,,,,,,,,,,,13:00,10:00
,Explora El Chaltén,"This stunning luxury lodge is nestled in the Los Huemules Reserve to the North of El Chaltén and borders Los Glaciares National Park. From here you can enjoy views of the Electric Valley and the Marconi Glacier. Explora is a contemporary yet rustic lodge, influenced by traditional estancia designs and boasts delectable cuisine, a spa and stunning guided excursions.",Los Glaciares,Luxury Lodge,El Chalten,Explora,https://imgix.swoop-patagonia.com/EXPLORACHALTEN_5_HOTEL_RTD_Exterior-rear.jpg,https://imgix.swoop-patagonia.com/EXPLORACHALTEN_5_HOTEL_RTD_Ice-Hike.jpeg,https://imgix.swoop-patagonia.com/SWO_4_ALL_RachelClarke_glaciares-fitzroy-laguna-los-tres-view.jpeg,https://imgix.swoop-patagonia.com/Explora-El-Chalten_4_RTD_exterior.JPG,https://imgix.swoop-patagonia.com/Explora-El-Chalten_4_RTD_exterior2.jpg,TRUE,TRUE,TRUE,FALSE,TRUE,No,No,Included,No,No,No,Included,FALSE,Included,FALSE,"Breakfast, Lunch, Box Lunch, Dinner, Snacks",,TRUE,FALSE,40,2020,,15:00:00,12:00:00,Harriet,2025-04-01,,Marcela,2025-04-01,,Agustin,2024-04-01,,"<ul><li>The lodge is snug and homely, the staff are warm and welcoming, and it feels like you’re tucked away in the forest as you sit in the living room looking out at the trees, rivers and mountains.</li><li style=""--tw-ring-offset-color: #fff; --tw-ring-color: rgba(66, 153, 225, 0.5); --tw-ring-offset-shadow: 0 0 #0000; --tw-ring-shadow: 0 0 #0000;"">This is an adventure lodge set up for adventurers to have a comfy base to explore from: you can hike all day or there is the possibility of high mountain explorations and rock climbing (top rope) for the extreme adventurer.</li><li>Being in the Los Huemules Reserve, with 5,800 hectares of flora and fauna conservation, you have access to an enormous number of self-guided trails. Plus, you can head out slightly further afield with your guides to explore Mount Fitz Roy.</li><li style=""--tw-ring-offset-color: #fff; --tw-ring-color: rgba(66, 153, 225, 0.5); --tw-ring-offset-shadow: 0 0 #0000; --tw-ring-shadow: 0 0 #0000;"">Superb pastries, hearty meat dishes and overall delicious food.&nbsp;</li><li>Explora's team act as custodians of the land they have been entrusted with (and have developed) a strict environmental policy.</li></ul>","<ul><li>There is not much to do if you are not looking for an active adventure or you don't want to go out on a rainy day.</li><li>When the lodge is at full capacity, space at the spa may be limited.&nbsp;</li><li>Only the Suites contain full baths, the other rooms come with showers only.</li><li>Some rooms have a better view and some can be a little noisy: enquire to find out more.&nbsp;</li><li>The external appearance of the lodge may not be as aesthetically attractive as other lodges in the region, but it is pragmatic given the strict sustainability and construction regulations.</li></ul>",,Cecilia Paz Mesa Furniss,Explora El Chaltén's location in the Los Huemules Reserve is truly secluded and at one with nature. It allows you to step away from busy modern life and reconnect with the natural world on an epic scale.,,,,,15:00,12:00
,Explora Torres del Paine,"Explora is Torres del Paine’s original luxury lodge and is the only one located inside the boundaries of the national park, overlooked by the famous Towers. There are 49 rooms and suites offering maximum solitude, as well as a restaurant with breathtaking views and a lakeside private spa. The lodge’s location makes it perfectly placed to offer the widest variety of excursions in the park, from hiking the endless trails to horse riding with gauchos from Explora’s own stables. Explora also has its own private boat to explore the park, including direct access to the French Valley trailhead. Explora Patagonia: Essential information: Located in the centre of Torres del Paine National Park, close to the the most popular hiking trails - Wide variety of daily excursions - Access to trailheads courtesy of the lodge’s private boat - Private stables offer fantastic horse riding - The only lodge to remain open all year, with a special winter programme",Torres del Paine,Luxury Lodge,Torres del Paine,Explora,https://imgix.swoop-patagonia.com/Explora_RTD_Test.jpg,https://imgix.swoop-patagonia.com/EXPL_5_EXPL_RTD_EXPLORAPEAKSWATERFALL.jpg,https://imgix.swoop-patagonia.com/Explora_4_RTD_exterior.JPG,https://imgix.swoop-patagonia.com/Explora_4_RTD_Gateways.jpg,https://imgix.swoop-patagonia.com/Explora_4_RTD_Pathway.jpg,TRUE,TRUE,TRUE,FALSE,TRUE,No,Included,Included,Included,Included,Included,Included,FALSE,Included,FALSE,"Breakfast, Lunch, Box Lunch, Dinner, Snacks",,TRUE,FALSE,100,1993,,14:00:00,11:00:00,Sydney,2024-10-01,,Iain,2024-10-01,,Harriet,2024-04-01,,"<ul><li>It’s the best-located hotel in Torres del Paine: in the heart of the park with everything on your doorstep.</li><li>There are spectacular views of the Paine Massif, particularly striking at sunrise and sunset.</li><li>It offers more unique facilities than other lodges: a private catamaran takes you directly to the French Valley trailhead and towards Grey Glacier; it has its own stables and specially-bred horses, and hot tubs line the shore of Lake Pehoé.</li><li>There are the most expansive and varied excursions of any all-inclusive hotel in the park.</li><li>The guides are fantastic. They're well-trained to deliver safe and exciting experiences for our clients.&nbsp;</li><li>It’s the only luxury hotel to open all year round. Winter trips where you can explore the park covered in snow with few guests around offer an incredible and intimate experience.</li></ul>",<ul><li>The food is not quite at the same level as some other luxury lodges in Torres del Paine.</li><li>Bathroom facilities are a little dated.&nbsp;</li><li>The spa is a two-minute walk from the main building.</li></ul>,,Iain Rylance,"The Explora’s location is truly spectacular, I felt like I could reach out and touch the massif. I loved the nooks and crannies of the lounge area, with lots of places to enjoy a fire, a glass of wine and, of course, the view.",https://www.youtube.com/watch?v=ifnC50WDn6E,,,,14:00,11:00
,Explora Patagonia National Park,"Deep in the Patagonia National Park is a luxury lodge that feels like an Oxford college set in the middle of Patagonia. This stunning lodge is constructed with quarried stone from the valley. Recycled wood has been dutifully handcrafted to make high ceiling beams, floors, door and window frames and furniture throughout and amazing wood carvings of the local wildlife, every piece polished and a perfect fit. Stay in the lodge for total tranquillity and comfort; a little oasis amongst the swaying grasses with hardly another soul (there only six rooms) – just views of grazing guanacos and the craggy peaks beyond.",Aysen,Luxury Lodge,Aysen,Explora,https://imgix.swoop-patagonia.com/Explora_RTD_PNP_Dining-room.jpg,https://imgix.swoop-patagonia.com/Explora-PNP_RTD_Cuisine.jpg,https://imgix.swoop-patagonia.com/Explora-PNP_RTD_Communal-area.jpg,https://imgix.swoop-patagonia.com/PNP_2023-1.jpg,https://imgix.swoop-patagonia.com/Explora_RTD_PNP-Guanacos.jpeg,TRUE,TRUE,TRUE,FALSE,TRUE,No,No,Included,No,No,No,Included,FALSE,Included,FALSE,"Breakfast, Lunch, Box Lunch, Dinner, Snacks",,TRUE,FALSE,26,2014,,16:00:00,13:00:00,Alicia,2025-04-01,,Lujan,2025-04-01,,David,2023-10-01,,"<ul><li>You're right in the heart of the serene Patagonia National Park. </li><li>Guanacos on your doorstep give a safari sensation. Plus, there are chances to see pumas, nandu, foxes, hares and huemul deer&nbsp;if you go looking (and keep very quiet).</li><li>The main lodge was built by craftsmen with incredible wooden carvings, hardwood floors and deep armchairs where you can disappear with a book.&nbsp;</li><li>Lovely large bedroom with potentially the most comfortable beds in Chile.</li><li>The hiking nearby is fantastic: head up to a ridge to take in the panoramas, gaze at condors, and marvel at the volume of water drained off the Northern Ice Field.</li><li>Fresh, flavourful food including a featured item from the open grill and wonderful veggies from the garden.</li><li>You can witness the work of the Tompkins Foundation firsthand, with its pioneering conservation impact. The on-site museum is a must too.&nbsp;</li><li>Service is highly bespoke and personalised, which aligns with the intimate, boutique nature of the property.</li></ul>",<ul><li>There is not much infrastructure in the area beyond the lodge itself.</li><li>Only 3 of the 13 rooms have bathtubs - the Suites in the smaller building.</li><li>&nbsp;The parking lot is shared with day tours and guests which could be frustrating during high season.&nbsp;</li><li>Horse riding excursions are not allowed in the park.</li></ul>,,Harriet Pike,"There is a family of puma living in the valley near the hotel. When I went on a walk, searching for them, one strolled past the dining room window, making themselves right at home.",,,,,16:00,13:00
,French Domes,"Small but perfectly formed, the French Domes (Domes el Francés) are a unique stop near the entrance to French Valley on the W Trek. Rather than huts, accommodation here is made up of three domes with bunk beds to sleep eight, plus their own private bathroom and central heating. The location at Camping Francés offers amazing views of Nordenskjold Lake, the Cuernos and Paine Grande. The French Domes are approximately an hour's trek west of Refugio Los Cuernos.",Torres del Paine,Refugio,Torres del Paine,,https://imgix.swoop-patagonia.com/CN_4_RTD_CN_refugio-frances-french-domes.jpg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,No,No,No,No,No,No,No,FALSE,No,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
